route,latitude,longitude
1,40.918,29.221
1,40.931,29.214
1,40.889,29.200
1,40.919,29.164
1,40.968,29.266
1,41.034,29.182
2,40.990,29.084
2,41.021,29.040
2,40.972,29.074
2,40.986,29.066
3,40.982,29.133
3,40.969,29.062
3,40.963,29.086
3,41.008,29.050
3,41.019,29.058
3,41.025,29.087
