route,latitude,longitude
1,40.8893,29.2001
1,40.9192,29.1641
1,41.0249,29.0872
1,41.0075,29.0497
2,40.9184,29.2205
2,40.9313,29.2142
2,40.9823,29.1325
2,40.9899,29.0844
2,40.9688,29.0617
2,41.0189,29.0576
2,41.0344,29.1819
3,40.9676,29.2659
3,40.9633,29.0861
3,40.9719,29.074
3,40.9864,29.0664
3,41.021,29.0395
