current_id,current_latitude,current_longitude,duration,distance,next_id,next_latitude,next_longitude
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,22 dk.,"14,9 km",MG-LEOVSQ2VO3KGWOCAKQNX,40.967565,29.26595
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,26 dk.,"23,1 km",MG-SWNY7GTJBI89E08T4JFL,40.8712304,29.2319842
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,14 dk.,"10,8 km",MG-W3FTCGZLAAICT9DQCBSM,41.0326174,29.1135949
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,16 dk.,"7,3 km",MG-MIUDLTMHB4IBGMX7QI9M,41.0162646,29.17775
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,21 dk.,"14,3 km",MG-MKFEFRJA0WNR9VFIQOTE,41.032236,29.031938
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,22 dk.,"16,1 km",MG-3Y9X0UEV5LLRUAI9TMLQ,41.0443431,29.0453111
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,25 dk.,"20,0 km",MG-WZHAOPZ0KLRM0T1ZN6U7,40.8765881,29.2596582
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,15 dk.,"12,0 km",MG-JMPF7MWR6SCBZIBCECIE,41.0005735,29.0673931
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,38 dk.,"43,5 km",MG-I9OFJAAFBTRDZKGHPZHW,40.8157139,29.3126996
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,22 dk.,"14,8 km",MG-SQXXEQ2NDMBM6FYLKIVH,41.025016,29.0188198
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,16 dk.,"11,7 km",MG-WUCMUKQH4AYLUTRTG8LC,41.0253685,29.094
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,14 dk.,"9,9 km",MG-XSDFXJ93QHQOX0UBNDQN,41.0264167,29.1276244
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,17 dk.,"10,2 km",MG-FXIUSMKIJMHQCE5JSKRR,41.007548,29.049733
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,20 dk.,"13,3 km",MG-VCPWSHSGQKT0FTISJRDN,41.0209485,29.0394974
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,22 dk.,"14,3 km",MG-AOUMXHKWRKWOZB5AZ7UN,41.0475223,29.0761274
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,5 dk.,"2,0 km",MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,18 dk.,"13,5 km",MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,18 dk.,"10,5 km",MG-ZEYXNPOOQRFFM17CVHT4,40.9892774,29.0288635
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,18 dk.,"11,4 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,16 dk.,"9,5 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,17 dk.,"10,1 km",MG-KTQH2ADWMARCG0DLHWKX,40.9845564,29.0477845
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,20 dk.,"12,6 km",MG-FCQILG1RYT2W2HNIYPZC,40.983599,29.0237147
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,16 dk.,"11,4 km",MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,8 dk.,"2,5 km",MG-YAWROOME9WOI7UMDOJBC,40.96451829999999,29.1072718
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,29 dk.,"25,3 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,18 dk.,"6,8 km",MG-NJ56INKIZI4WVHA0SBRH,40.9680529,29.0663491
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,14 dk.,"4,8 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,22 dk.,"7,4 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,9 dk.,"3,2 km",MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,22 dk.,"17,9 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,21 dk.,"11,9 km",MG-PJTPBQMDNFYF13IHOERG,40.908962,29.161173
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,8 dk.,"4,0 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,15 dk.,"5,8 km",MG-FUHNVEMA2ZKC0HFBTCUT,40.96255,29.075716
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,20 dk.,"16,8 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,6 dk.,"2,4 km",MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,15 dk.,"5,7 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,13 dk.,"9,0 km",MG-HKDDSLZ7DHNEXPDPO6OX,41.0010389,29.029593
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,17 dk.,"9,7 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,13 dk.,"6,6 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,22 dk.,"17,9 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
