i,j,stores
5,0,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
5,1,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
5,2,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
5,3,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
5,4,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
5,6,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
5,7,"                   store_id   latitude  longitude
0   MG-0PAOFFWBA7LHKMQHZU5F  40.978926  29.117322
1   MG-XNG4VMYICFBH7V9KRD9P  40.993975  29.122676
2   MG-CZPILZVKAZUAHNOIROBA  41.021378  29.143610
3   MG-XYSU2IQIGAPSWURW4RZY  40.987501  29.100184
4   MG-QIZRDDGRTCPLIL0OQILI  41.095094  29.087229
5   MG-PHFEHG3TXK15NYAUAKJV  41.018719  29.192115
6   MG-8Y7P0IPO1TEELN1HDSZ9  41.029167  29.224144
7   MG-3IZZSUUU6FDKQLKWHOPB  40.963321  29.086063
8   MG-ZEYXNPOOQRFFM17CVHT4  40.989277  29.028863
9   MG-OQKXLDBMXGBBSWW0MYXC  40.968801  29.061672
10  MG-4JCGOHYUHUOCVVHKVKGE  40.973714  29.054965
11  MG-N5F1BSFYCBSWFCMPENYG  40.979588  29.066978
12  MG-7XO7X914F4YUUW5WBHF0  40.991897  29.029100
13  MG-HOSMOXLSEJUNB6YAGKCM  40.981867  29.057630
14  MG-VU46JMWBFPWZB2Z6G4IO  41.011559  29.038444
15  MG-ZWI9E420TRNGRORREXG7  40.989914  29.084430
16  MG-YAWROOME9WOI7UMDOJBC  40.964518  29.107272
17  MG-CEDQAJNDAVIO6SAUBPVX  40.986425  29.066357
18  MG-HKDDSLZ7DHNEXPDPO6OX  41.001039  29.029593
19  MG-RCSKVKLO3QBCFEDUVI8R  40.922615  29.173975
20  MG-X9VCUJWHQBVPQAGDMGXV  40.888823  29.187483
21  MG-IRNSVKMNCXT4NDYFXQAD  40.918400  29.220455
22  MG-E6HEGRWU1J4PBBGLINBN  40.889254  29.200111
23  MG-IA4YWZI8ZSBHVNYXTU3B  40.931325  29.214178
24  MG-MXSE2OEBH6HUM4ODCDN3  40.951154  29.102192
25  MG-VISH8POGEX9TDVOGRACE  40.922708  29.134221
26  MG-PLAUD8AN0LPMGFUJWAIO  40.949796  29.173943
27  MG-GECDC2C5HLV93LCXOZ7S  40.943607  29.113017
28  MG-CYVLXXHQB244PVVXVYU5  40.933164  29.126413
29  MG-FYEKUDWVT2HT9PHGOHQW  40.922799  29.129827
30  MG-PB1BQVMGF5OMPTYQKXFX  40.919432  29.166814
31  MG-WZHAOPZ0KLRM0T1ZN6U7  40.876588  29.259658
32  MG-RBMDEQFETZUYWELTUTS7  40.927356  29.310970
33  MG-SWNY7GTJBI89E08T4JFL  40.871230  29.231984
34  MG-7O7S0NFPBMDNXTHPC6FW  40.877863  29.231390
35  MG-XS93CUGR22QDXP1C5RX3  40.879576  29.231968
36  MG-G8SER5RHTGTJXVCA9V2M  40.939571  29.317622
37  MG-LTWVHHDZLN26T8PU8VJM  41.010265  29.216022
38  MG-C1LGMZ7KTLQUDMPWOYLY  40.969619  29.255560
39  MG-LEOVSQ2VO3KGWOCAKQNX  40.967565  29.265950
40  MG-I9OFJAAFBTRDZKGHPZHW  40.815714  29.312700
41  MG-W3FTCGZLAAICT9DQCBSM  41.032617  29.113595
42  MG-MIUDLTMHB4IBGMX7QI9M  41.016265  29.177750
43  MG-W8BLMRKFKLFOQI1NLTYU  41.033329  29.101360
44  MG-0YQN4Q7IEZGB3TKJWO8H  41.024865  29.087227
45  MG-WUCMUKQH4AYLUTRTG8LC  41.025368  29.094000
46  MG-FXIUSMKIJMHQCE5JSKRR  41.007548  29.049733
47  MG-BMYMWJ7TWHQPXZQNIFJV  41.018942  29.057630
48  MG-3Y9X0UEV5LLRUAI9TMLQ  41.044343  29.045311
49  MG-VCPWSHSGQKT0FTISJRDN  41.020949  29.039497
50  MG-VJEUBK1JZEQGFUY13AYK  41.049788  29.054541
51  MG-AOUMXHKWRKWOZB5AZ7UN  41.047522  29.076127"
