current_id,current_latitude,current_longitude,duration,distance,next_id,next_latitude,next_longitude
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,35 dk.,"33,6 km",MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,52 dk.,"52,3 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"22,0 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,47 dk.,"32,0 km",MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,44 dk.,"50,2 km",MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,32 dk.,"19,8 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,57 dk.,"31,9 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,55 dk.,"54,1 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"28,9 km",MG-YAWROOME9WOI7UMDOJBC,40.96451829999999,29.1072718
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,59 dk.,"37,6 km",MG-HOSMOXLSEJUNB6YAGKCM,40.98186700000001,29.0576302
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"40,6 km",MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,1 sa. 6 dk.,"39,2 km",MG-4JCGOHYUHUOCVVHKVKGE,40.9737143,29.0549652
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"20,4 km",MG-X9VCUJWHQBVPQAGDMGXV,40.8888229,29.1874825
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,1 sa. 2 dk.,"55,2 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,57 dk.,"53,7 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,1 sa. 4 dk.,"58,8 km",MG-ZEYXNPOOQRFFM17CVHT4,40.9892774,29.0288635
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"32,2 km",MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,1 sa. 4 dk.,"57,2 km",MG-HKDDSLZ7DHNEXPDPO6OX,41.0010389,29.029593
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,31 dk.,"20,8 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,51 dk.,"49,6 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,31 dk.,"20,3 km",MG-E6HEGRWU1J4PBBGLINBN,40.889254,29.2001113
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,1 sa. 2 dk.,"57,8 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"30,6 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,55 dk.,"53,3 km",MG-N5F1BSFYCBSWFCMPENYG,40.979588,29.0669776
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,50 dk.,"30,6 km",MG-MXSE2OEBH6HUM4ODCDN3,40.9511543,29.1021923
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,28 dk.,"15,3 km",MG-XS93CUGR22QDXP1C5RX3,40.8795759,29.2319681
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,37 dk.,"31,9 km",MG-PLAUD8AN0LPMGFUJWAIO,40.9497961,29.173943
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,47 dk.,"47,3 km",MG-WUCMUKQH4AYLUTRTG8LC,41.0253685,29.094
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,31 dk.,"17,3 km",MG-SWNY7GTJBI89E08T4JFL,40.8712304,29.2319842
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,20 dk.,"14,5 km",MG-G8SER5RHTGTJXVCA9V2M,40.9395705,29.3176217
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,36 dk.,"24,8 km",MG-PB1BQVMGF5OMPTYQKXFX,40.9194316,29.1668144
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,17 dk.,"12,0 km",MG-RBMDEQFETZUYWELTUTS7,40.9273563,29.31097
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,31 dk.,"15,6 km",MG-7O7S0NFPBMDNXTHPC6FW,40.877863,29.23139
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"46,5 km",MG-W3FTCGZLAAICT9DQCBSM,41.0326174,29.1135949
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"28,4 km",MG-CYVLXXHQB244PVVXVYU5,40.9331636,29.12641279999999
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"29,4 km",MG-LTWVHHDZLN26T8PU8VJM,41.0102647,29.2160216
DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,28 dk.,"20,5 km",MG-C1LGMZ7KTLQUDMPWOYLY,40.9696194,29.25556
