depot_id,depot_location,depot_address,latitude,longtitude
DP-9NCBLLHI6RU2U7SXDNRH,Gratis Tuzla Depo,"Gratis Tuzla Depo, Orhanlı, Kazlıçeşme Cd. No:51, 34956 Deri Osb/Tuzla/İstanbul",40.8833157,29.3681184
